price,address,postal_code,bed,full_bath,half_bath,property_area,property_type
1300000,38 ARBOUR VISTA TERR NW,T3G 4N9,5.0,3.0,1.0,3167.0,house
548786,323 KINCORA HTS NW,T3R 1N3,3.0,2.0,1.0,2260.0,house
529900,2127 26 AVE SW,T2T 1E7,5.0,2.0,,1032.0,house
459900,463 AUBURN BAY HTS SE,T3M 0A5,3.0,3.0,1.0,1895.0,house
385000,2202 - 650 10 ST SW,T2P 5G4,2.0,2.0,,1107.0,condo
365000,206 - 603 7 AVE NE,T2E 0N4,1.0,1.0,1.0,1023.0,condo
220000,2305 - 24 HEMLOCK CRES SW,T3C 2Z1,1.0,1.0,,667.0,condo
485000,9727 AUSTIN RD SE,T2J 0Z1,5.0,2.0,,1103.0,house
489900,8519 BOWGLEN RD NW,T3B 2T2,5.0,2.0,,2151.0,house
189900,16A - 80 GALBRAITH DR SW,T3E 4Z6,2.0,1.0,,820.0,condo
559900,532 EVANSBOROUGH WAY NW,T3P 0M8,3.0,2.0,1.0,2448.0,house
600000,907 - 615 6 AVE SE,T2G 1S2,2.0,2.0,,854.0,condo
444900,4 - 1935 35 ST SW,T3E 2X4,2.0,2.0,1.0,1175.0,townhouse
439000,60 WOODBROOK WAY SW,T2W 4E6,4.0,3.0,,1223.0,house
345000,211 WHITEFIELD DR NE,T1Y 5H9,4.0,2.0,1.0,1071.0,house
359900,227 WHITEVIEW BAY NE,T1Y 1R8,4.0,2.0,1.0,1871.0,house
124700,101 - 1613 11 AVE SW,T3C 0N3,1.0,1.0,,507.0,condo
338000,87 SHAWMEADOWS CLOSE SW,T2Y 1A6,5.0,2.0,,1043.0,house
1450000,3648 8 AVE NW,T2N 1E1,4.0,3.0,1.0,2867.0,house
799900,172 CHAPARRAL RAVINE VIEW SE,T2X 0A4,5.0,3.0,1.0,2723.0,house
370000,5 HIDDEN HILLS WAY NW,T3A 5T1,4.0,1.0,1.0,1228.0,house
199000,6 - 109 VILLAGE HTS SW,T3H 2L2,1.0,1.0,,539.0,condo
229000,202 - 1011 12 AVE SW,T2R 0J5,2.0,1.0,,830.0,condo
679000,4811 19 AVE NW,T3B 0S6,4.0,3.0,1.0,1787.0,house
649900,33 EVANSGLEN PL NW,T3P 0P5,3.0,2.0,1.0,2751.0,house
209900,105 - 999 CANYON MEADOWS DR SW,T2W 2S6,3.0,1.0,,1019.0,townhouse
796845,2205 - 615 6 AVE SE,T2G 1S2,2.0,2.0,,1100.0,condo
289000,257 PANTEGO LANE NW,T3K 0T1,2.0,2.0,1.0,1206.0,townhouse
609900,1028 - 1026 39 AVE NW,T2K 0E1,2.0,2.0,,1740.0,house
478000,345 CORAL KEYS VILLAS NE,T3J 3L8,3.0,3.0,1.0,1718.0,house
468800,45 RIVERWOOD CRES SE,T2C 4B2,4.0,3.0,1.0,1810.0,house
336900,11010 CITYSCAPE Drive NE,T3N 0S8,3.0,2.0,1.0,1243.0,townhouse
329900,2557 10 AVE SE,T2A 0C2,1.0,1.0,,1332.0,house
649900,2923 14 AVE NW,T2N 1N3,5.0,2.0,,1104.0,house
398800,11 SCOTIA LANDNG NW,T3L 2K2,2.0,3.0,,1230.0,house
359900,908 PENSDALE CRES SE,T2A 2G1,4.0,2.0,1.0,1164.0,house
324900,18 - 35 PATTERSON HILL SW,T3H 3L1,3.0,2.0,1.0,1254.0,house
429900,306 AUBURN CREST WAY SE,T3M 1T2,3.0,2.0,1.0,1668.0,house
399999,3202 - 402 KINCORA GLEN RD NW,T3R 0V2,2.0,2.0,,1167.0,condo
779900,317 EDGEVIEW PL NW,T3A 4X4,5.0,3.0,1.0,2589.0,house
808000,244 WOODHAVEN PL SW,T2W 5P8,4.0,3.0,1.0,2269.0,house
339500,127 RUNDLESON WAY NE,T1Y 3H7,5.0,2.0,1.0,1464.0,house
749900,536 WILLACY DR SE,T2J 2C4,4.0,3.0,1.0,1221.0,house
349900,1506 - 281 COUGAR RIDGE DR SW,T3H 0J4,2.0,2.0,,1064.0,townhouse
459900,301 - 788 12 AVE SW,T2R 0H1,2.0,2.0,,1285.0,condo
494900,2918 OAKMOOR CRES SW,T2V 3Z7,4.0,3.0,,1159.0,house
219900,201 - 6000 SOMERVALE CRT SW,T2Y 4J4,2.0,2.0,,1010.0,condo
379900,242 COVENTRY CIR NE,T3K 5A2,3.0,2.0,1.0,1394.0,house
469900,1405 - 519 RIVERFRONT AVE SE,T2G 1K6,2.0,2.0,,891.0,condo
759900,424 38 ST SW,T3C 1T1,4.0,3.0,1.0,1880.0,house
112900,103 - 1512 16 AVE SW,T3C 0Z8,1.0,1.0,,425.0,condo
599000,203 43 AVE SW,T2S 1B1,,,,1917.0,house
264900,240 MCKENZIE TOWNE Link SE,T2Z 4G3,2.0,2.0,1.0,1065.0,townhouse
216300,97 FALSHIRE Terrace NE,T3J 3B4,3.0,1.0,1.0,1051.0,townhouse
429500,601 - 1110 3 AVE NW,T2N 4J3,1.0,1.0,,879.0,condo
409000,308 - 1730 5A ST SW,T2S 2E9,2.0,2.0,,1218.0,condo
250000,201 - 532 5 AVE NE,T2E 0L2,2.0,2.0,,854.0,condo
2599000,230 39 AVE SW,T2S 0W5,5.0,7.0,1.0,3864.0,house
274771,505 - 1305 GLENMORE TRAIL SW,T2V 4Y8,3.0,2.0,1.0,1521.0,townhouse
348900,1407 - 836 15 AVE SW,T2R 1S2,2.0,2.0,,880.0,condo
164900,1306 - 4001 A 49 ST NW,T3A 2C9,2.0,1.0,,826.0,condo
219900,3301 VALLEYVIEW Park SE,T2B 3R6,2.0,2.0,,970.0,condo
215000,2206 - 99 COPPERSTONE PK SE,T2Z 5C9,2.0,2.0,,738.0,condo
674900,2429 25 ST SW,T3E 1X5,4.0,3.0,1.0,1905.0,house
294800,11 COVENTRY LANE NE,T3K 4G4,3.0,1.0,1.0,1183.0,house
450000,483 COPPERPOND BLVD SE,T2Z 0Z5,4.0,3.0,1.0,1412.0,house
567000,6216 84 ST NW,T3B 4X7,4.0,3.0,,1339.0,house
399900,124 FLAVELLE RD SE,T2H 1E7,5.0,2.0,,1066.0,house
299900,502 - 55 SPRUCE PL SW,T3C 3X5,2.0,2.0,,981.0,condo
395000,88 COPPERPOND PK SE,T2Z 1K1,3.0,2.0,1.0,1666.0,house
349000,308 - 1500 7 ST SW,T2R 1A7,2.0,2.0,,779.0,condo
499000,513 - 1020 9 AVE SE,T2G 0S7,2.0,2.0,,842.0,condo
1550000,1719 2 ST NW,T2M 2W4,,,,,
339000,106 WALGROVE Cove SE,T2X 4E1,3.0,2.0,1.0,1269.0,townhouse
699000,2140 27 AVE SW,T2T 1H7,4.0,3.0,1.0,1742.0,house
299000,11160 SACRAMENTO DR SW,T2W 0J7,2.0,2.0,,822.0,house
399990,111 COVEHAVEN CRT NE,T3K 5W6,3.0,3.0,1.0,1435.0,house
329900,100 SUNLAKE Gardens SE,T2X 3G4,3.0,2.0,1.0,1630.0,townhouse
375000,138 LOS ALAMOS PL NE,T1Y 7J3,3.0,2.0,,1053.0,house
1189000,507 37 ST SW,T3C 1R8,5.0,4.0,1.0,2466.0,house
230000,161 - 6915 RANCHVIEW DR NW,T3G 1R8,3.0,1.0,1.0,1068.0,townhouse
285000,336 CRANFIELD Common SE,T3M 1S3,3.0,2.0,1.0,1150.0,townhouse
279000,64 SKYVIEW RANCH Avenue NE,T3N 0R8,2.0,2.0,1.0,1242.0,townhouse
280000,2109 PATTERSON View SW,T3H 3J9,2.0,2.0,,1100.0,condo
575000,131 STRATTON CRES SW,T3H 1T7,3.0,2.0,1.0,1873.0,house
285000,1340 38 ST SE,T2A 1G5,3.0,1.0,,951.0,house
439900,2803 - 211 13 AVE SE,T2G 1E1,2.0,2.0,,1104.0,condo
599000,226 CRANARCH TERR SE,T3M 1Z2,5.0,3.0,1.0,2137.0,house
649900,3110 4A ST NW,T2M 3B4,3.0,2.0,1.0,1687.0,house
403900,148 CRANSTON DR SE,T3M 1A8,3.0,2.0,1.0,1770.0,house
434900,116 HARLOW AVE NW,T2K 2G3,3.0,2.0,,1120.0,house
538800,32 EDGEPARK RISE NW,T3A 4G4,3.0,2.0,1.0,1950.0,house
599800,55 BRIGHTONCREST TERR SE,T2Z 0Y7,4.0,3.0,1.0,2295.0,house
1199900,6 ASPEN RIDGE CRES SW,T3H 5J7,4.0,3.0,1.0,3562.0,house
1349000,1924 5A Street SW,T2S 2G1,3.0,3.0,1.0,1982.0,townhouse
419900,7 WEST COACH Manor SW,T3H 1R7,3.0,3.0,1.0,1138.0,townhouse
999900,2201 VICTORIA CRES NW,T2M 4E4,4.0,3.0,1.0,2073.0,house
949000,230 VALLEY POINTE WAY NW,T3B 6B6,4.0,3.0,1.0,2583.0,house
409900,347 TEMPLEVIEW DR NE,T1Y 3W3,5.0,3.0,,1176.0,house
739900,1609 21 AVE NW,T2M 1M2,4.0,3.0,1.0,1608.0,house
245000,45 - 1155 FALCONRIDGE DR NE,T3J 1E1,3.0,2.0,,973.0,townhouse
415000,9 - 1729 34 AVE SW,T2T 2B7,3.0,2.0,1.0,1746.0,townhouse
998880,2006 44 AVE SW,T2T 2N8,4.0,3.0,1.0,1900.0,house
168900,707 - 221 6 AVE SE,T2G 4Z9,1.0,1.0,,735.0,condo
269900,185 New Brighton Point SE,T2Z 1B7,2.0,2.0,1.0,1069.0,townhouse
449000,2 - 4733 17 AVE NW,T3B 0P4,3.0,3.0,1.0,1545.0,townhouse
179900,213 - 355 TARALAKE WAY NE,T3J 0M1,2.0,2.0,,838.0,condo
939900,28 WEST COACH CRT SW,T3H 0N1,4.0,3.0,1.0,2748.0,house
144777,2 - 4543 7 AVE SE,T2A 5E4,3.0,1.0,1.0,542.0,townhouse
154800,206 - 2508 17 ST SW,T2T 4M8,3.0,1.0,,1041.0,condo
439900,127 DEERSAXON CIR SE,T2J 6V9,5.0,3.0,,1675.0,house
659000,306 7 AVE NE,T2E 0M9,3.0,1.0,,1365.0,house
1175000,3536 8 AVE NW,T2N 1C9,3.0,2.0,2.0,2435.0,house
750000,28 MASTERS BAY SE,T3M 2T2,5.0,3.0,1.0,2491.0,house
429900,2438 ELMWOOD DR SE,T2B 1T3,4.0,2.0,,900.0,house
389900,325 - 8530 8A AVE SW,T3H 6A7,2.0,2.0,,920.0,condo
314900,17 PROMENADE Way SE,T2Z 2Z4,2.0,2.0,1.0,1221.0,townhouse
389500,92 COPPERPOND RISE SE,T2Z 1J7,3.0,2.0,1.0,1579.0,house
429000,218 SHANNON HILL SW,T2Y 2Y6,5.0,3.0,,1278.0,house
949000,233 CRANBROOK DR SE,T3M 3C8,3.0,2.0,1.0,1618.0,house
700000,147 VALLEY RIDGE GREEN NW,T3B 5L5,4.0,3.0,,1652.0,house
298882,1203 - 225 11 AVE SE,T2G 0G3,1.0,1.0,,532.0,condo
620000,138 11 Avenue NE,T2E 0Y6,3.0,3.0,1.0,1141.0,townhouse
449988,103 KINCORA GLEN GREEN NW,T3R 0C1,3.0,2.0,1.0,1771.0,house
479900,10 CHAPALA WAY SE,T2X 3S7,4.0,2.0,1.0,2171.0,house
710000,2208 1 ST NW,T2M 2T6,4.0,4.0,1.0,1831.0,house
549900,1097 BRIGHTONCREST COMMON SE,T2Z 1A2,4.0,3.0,1.0,2136.0,house
524900,96 BRIGHTONDALE CLOSE SE,T2Z 4M7,4.0,3.0,1.0,1903.0,house
399900,406 - 788 12 AVE SW,T2R 0H1,2.0,2.0,,1075.0,condo
620000,112 STRATHAVEN CIR SW,T3H 2E9,3.0,3.0,1.0,2181.0,house
599900,9740 OAKHILL DR SW,T2V 3W5,3.0,2.0,1.0,1344.0,house
289900,1615 - 1053 10 ST SW,T2R 1S6,2.0,2.0,,787.0,condo
650000,375 SPRINGBOROUGH WAY SW,T3H 5T4,3.0,2.0,1.0,2099.0,house
1040000,12124 LAKE LOUISE WAY SE,T2J 2M3,5.0,3.0,1.0,2569.0,house
469900,281 AUBURN MEADOWS PL SE,T3M 2H6,3.0,3.0,1.0,1758.0,house
799000,336 8 AVE NE,T2E 0P9,,,,,
414988,317 TUSCANY SPRINGS WAY NW,T3L 2X7,4.0,2.0,1.0,1301.0,house
499900,245 CITADEL CREST GREEN NW,T3G 4W3,4.0,3.0,1.0,2123.0,house
1795000,39 ANATAPI LANE SW,T3H 4G2,5.0,4.0,1.0,2700.0,house
450000,159 BERNARD WAY NW,T3K 2E8,3.0,2.0,,1063.0,house
494900,1 - 2628 24A ST SW,T3E 1W3,3.0,2.0,1.0,1212.0,townhouse
435000,7305 37 AVE NW,T3B 1W7,6.0,2.0,,1068.0,house
489000,23 CHAPARRAL CIR SE,T2X 3L9,3.0,2.0,1.0,1972.0,house
799000,228 WOODHAVEN BAY SW,T2W 5R4,4.0,2.0,1.0,2993.0,house
449900,313 - 8530 8A AVE SW,T3H 6A7,2.0,2.0,1.0,1400.0,condo
829000,77 CHRISTIE PARK VIEW SW,T3H 2Y7,5.0,4.0,,2135.0,house
675000,1721 31 ST SW,T3C 1N2,4.0,3.0,1.0,1851.0,house
850000,14 NOLANCLIFF CRT NW,T3R 0V1,5.0,3.0,1.0,2980.0,house
399900,79 SILVERADO SADDLE CRES SW,T2X 0H6,4.0,3.0,1.0,1325.0,house
314800,201 - 3501 15 ST SW,T2T 4A4,2.0,2.0,,891.0,condo
529900,329 WALGROVE TERR SE,T2X 4G1,3.0,2.0,1.0,1988.0,house
1450000,2042 43 AVE SW,T2T 2N2,4.0,3.0,1.0,2567.0,house
599000,10 KINCORA LANDNG NW,T3R 1K8,4.0,3.0,1.0,2174.0,house
539900,45 EVERBROOK CRES SW,T2Y 0L6,4.0,3.0,1.0,2039.0,house
466000,168 CANTRELL DR SW,T2W 2M6,5.0,3.0,,1439.0,house
799900,155 HAWKSIDE CLOSE NW,T3G 3K8,3.0,2.0,2.0,2595.0,house
699900,2012 20 AVE NW,T2M 1H7,4.0,3.0,1.0,1739.0,house
269000,1110 - 11 MAHOGANY ROW SE,T3M 2L6,2.0,2.0,,962.0,condo
1145000,19 ASPEN SUMMIT PK SW,T3H 0T7,3.0,2.0,1.0,2797.0,house
789000,2304 LONGRIDGE DR SW,T3E 5N6,4.0,2.0,1.0,1475.0,house
429900,215 Point McKay  Terrace NW,T3B 5B6,3.0,2.0,1.0,1451.0,townhouse
2100000,1420 JOLIET AVE SW,T2T 1S2,4.0,4.0,,3002.0,house
124900,306 - 333 GARRY CRES NE,T2K 5W9,2.0,2.0,,1249.0,condo
439900,118 - 823 5 AVE NW,T2N 0R5,2.0,2.0,,892.0,condo
149900,1110 - 175 PANATELLA HILL NW,T3K 0V9,1.0,1.0,,532.0,condo
184900,407 - 55 ARBOUR GROVE CLOSE NW,T3G 4K3,1.0,1.0,,719.0,condo
574900,3111 38 ST SW,T3E 3G4,4.0,3.0,1.0,1403.0,house
1149900,2412 ULRICH RD NW,T2N 4G5,5.0,3.0,1.0,2363.0,house
649900,2925 LATHOM CRES SW,T3E 5W8,4.0,2.0,,1030.0,house
274900,10 - 2400 15 ST SW,T2T 5S3,2.0,1.0,,840.0,townhouse
290000,66 TARAVISTA GDNS NE,T3J 4K9,3.0,1.0,1.0,1295.0,house
739900,2116 53 AVE SW,T3E 1K8,5.0,3.0,1.0,1718.0,house
360000,159 COVEWOOD PK NE,T3K 4V6,4.0,2.0,1.0,1297.0,house
379000,103 - 16 VARSITY ESTATES CIR NW,T3A 2C5,1.0,1.0,,796.0,condo
2250000,22445 MACLEOD TRAIL SE,T2X 1K4,5.0,3.0,1.0,3140.0,house
359900,250 CRANFORD PK SE,T3M 2C4,2.0,3.0,1.0,1022.0,house
534900,77 EVEROAK DR SW,T2Y 0C6,4.0,3.0,1.0,2279.0,house
1549000,5922 BOWWATER CRES NW,T3B 2E5,3.0,3.0,1.0,3020.0,house
320900,72 CARRINGVUE Way NW,T3P 1K6,3.0,2.0,1.0,1116.0,townhouse
333000,114 22 AVE NE,T2E 1T3,1.0,1.0,,568.0,house
729900,8567 33 AVE NW,T3B 1M2,2.0,2.0,,946.0,house
375000,239 SIMONS RD NW,T2K 2X4,3.0,1.0,,990.0,house
399000,1016 COUNTRY HILLS CIR NW,T3K 4W8,4.0,3.0,1.0,1539.0,house
429000,134 HARVEST PARK CIR NE,T3K 4V3,4.0,3.0,1.0,1633.0,house
252000,4314 5A Avenue SE,T2A 3B4,3.0,2.0,,1074.0,townhouse
489900,3615 SIERRA MORENA RD SW,T3H 3A7,3.0,3.0,1.0,1230.0,house
1799000,1315 20 ST NW,T2N 2K7,5.0,4.0,1.0,3201.0,house
939000,137 SPRINGBLUFF BLVD SW,T3H 0N3,3.0,3.0,1.0,3511.0,house
614900,114 12 ST NE,T2E 4P6,4.0,3.0,1.0,1294.0,house
849000,436 DISCOVERY PL SW,T3H 6A2,3.0,2.0,1.0,2602.0,house
2500000,3117 40 ST SW,T3E 3J9,,,,,
398800,412 - 836 ROYAL AVE SW,T2T 0L3,2.0,2.0,,937.0,condo
214900,5407 - 755 COPPERPOND BLVD SE,T2Z 4R2,2.0,2.0,,731.0,condo
349900,55 CEDUNA PK SW,T2W 6H4,3.0,2.0,1.0,1201.0,house
200000,440 - 1304 15 AVE SW,T3C 0X7,1.0,1.0,1.0,1057.0,condo
189900,4420 - 60 PANATELLA ST NW,T3K 0M4,2.0,2.0,,755.0,condo
709000,2000 13 ST NW,T2M 4R1,4.0,3.0,1.0,1751.0,house
808000,9407 22 ST SW,T2V 1S2,5.0,3.0,1.0,2019.0,house
699000,17 AUBURN SOUND CIR SE,T3M 0R6,4.0,3.0,1.0,2410.0,house
699900,152 TUSCANY RAVINE TERR NW,T3L 2S7,4.0,3.0,1.0,2180.0,house
350000,1230 BERKLEY DR NW,T3K 1S9,4.0,2.0,,1142.0,house
439900,54 EVANSCREST COMMON NW,T3P 0R7,3.0,2.0,1.0,1385.0,house
249900,314 - 3600 15A ST SW,T2T 5P8,1.0,1.0,,620.0,condo
569800,4419 BOWNESS RD NW,T3B 0A7,3.0,2.0,1.0,1712.0,house
474900,9179 SCURFIELD DR NW,T3L 1X7,4.0,3.0,1.0,1799.0,house
629800,1106 12 Avenue,T2R 1E3,2.0,2.0,1.0,1580.0,condo
584900,207 CAPRI AVE NW,T2L 0H3,4.0,2.0,1.0,1049.0,house
399900,268 SOMERSIDE CLOSE SW,T2Y 4B6,3.0,3.0,,1447.0,house
995000,2431 26A ST SW,T3E 2C4,4.0,3.0,1.0,2275.0,house
274900,811 - 10 BRENTWOOD COMMON NW,T2L 2L6,2.0,1.0,,516.0,condo
468000,22 ARMSTRONG CRES SE,T2J 0X3,4.0,2.0,,1106.0,house
569900,78 EVANSFIELD PK NW,T3P 0L8,3.0,2.0,1.0,2462.0,house
550000,110 - 2320 ERLTON ST SW,T2S 2V8,2.0,2.0,,1596.0,condo
739900,188 CRANARCH CRES SE,T3M 2J2,4.0,3.0,1.0,2334.0,house
239900,408 - 20 MAHOGANY MEWS SE,T3M 2W8,2.0,1.0,,614.0,condo
569900,239 15 AVE NE,T2E 1H1,4.0,2.0,,851.0,house
400000,4744 MARDALE RD NE,T2A 3M8,4.0,2.0,,1194.0,house
629900,5607 LADBROOKE PL SW,T3E 5Y3,6.0,3.0,,2783.0,house
580000,213 WINDERMERE RD SW,T3C 3K9,3.0,1.0,1.0,1256.0,house
225000,10 - 117 ROCKYLEDGE VIEW NW,T3G 5X1,2.0,2.0,,888.0,townhouse
2199900,1900D - 500 EAU CLAIRE AVE SW,T2P 3R8,2.0,2.0,1.0,4258.0,condo
519900,416 ATTICA DR SE,T2H 1P6,4.0,3.0,1.0,1179.0,house
259900,"401, 100 AUBURN MEADOWS Common SE",T3M 2X7,2.0,2.0,,760.0,condo
499900,34 PANATELLA WAY NW,T3K 6C4,6.0,3.0,1.0,2085.0,house
1495000,1915 49 AVE SW,T2T 2V3,5.0,3.0,1.0,2444.0,house
419900,817 CITADEL DR NW,T3G 4B8,3.0,2.0,1.0,1698.0,house
224900,3205 - 302 SKYVIEW RANCH DR NE,T3N 0P5,2.0,2.0,,824.0,condo
1595000,238 MCKENZIE LAKE BAY SE,T2Z 2H2,5.0,3.0,1.0,3177.0,house
689900,618 22 AVE NE,T2E 1V2,4.0,3.0,1.0,1607.0,house
400000,6404 TREGILLUS ST NW,T2K 3T3,4.0,2.0,,851.0,house
832888,24 TUSCANY ESTATES TERR NW,T3L 0C4,4.0,3.0,1.0,2414.0,house
199900,"15, Cedar Spring  Cedar Spring  Gardens SW",T2W 5J9,2.0,1.0,1.0,933.0,townhouse
479000,47 COUGAR RIDGE CRT SW,T3H 5C8,3.0,2.0,1.0,1812.0,house
674800,299 ST MORITZ DR SW,T3H 5X8,4.0,3.0,1.0,2120.0,house
209900,203 - 316 CEDAR CRES SW,T3C 2Y8,3.0,2.0,,952.0,condo
1350000,"530, 135 26 Avenue SW",T2S 0M2,2.0,2.0,,1465.0,condo
644900,131 AUBURN SOUND VIEW SE,T3M 0E1,3.0,3.0,1.0,2265.0,house
339900,4851 MARDALE RD NE,T2A 4H1,5.0,2.0,,1497.0,house
619000,3207 29 ST SW,T3E 2L2,5.0,2.0,,1047.0,house
310000,2306 - 910 5 AVE SW,T2P 0C3,1.0,1.0,,656.0,condo
384000,344 BERMUDA DR NW,T3K 1Z1,4.0,3.0,,1274.0,house
724000,21 CAPRI AVE NW,T2L 0G9,5.0,3.0,,1184.0,house
349900,187 ROYAL BIRCH Mount NW,T3G 5W8,3.0,2.0,2.0,1302.0,townhouse
190000,219 MCKENZIE TOWNE LANE SE,T2Z 0C4,1.0,1.0,,831.0,townhouse
1800000,Cedarbrook Way SW,T2W 3Z7,,,,,house
499900,11 SKYVIEW SPRINGS COVE NE,T3N 0B1,4.0,2.0,1.0,2053.0,house
649900,2203 7 ST NE,T2E 4C7,3.0,2.0,,2002.0,house
499900,170 WALGROVE TERR SE,T2X 4E6,3.0,2.0,1.0,1086.0,house
397000,851 MAHOGANY BLVD SE,T3M 2H1,3.0,2.0,1.0,1272.0,house
419900,60 DOUGLAS RIDGE CLOSE SE,T2Z 2M4,5.0,3.0,,1251.0,house
574900,304 EVERBROOK WAY SW,T2Y 0C9,4.0,3.0,1.0,1963.0,house
575000,15 ARBOUR BUTTE RD NW,T3G 4L7,3.0,3.0,,1496.0,house
239900,213 - 950 ARBOUR LAKE RD NW,T3G 5B3,3.0,1.0,1.0,1147.0,townhouse
239900,52 TEMPLESON CRES NE,T1Y 5L8,2.0,1.0,1.0,856.0,house
379900,308 - 103 VALLEY RIDGE MANOR NW,T3B 6C5,2.0,2.0,,1123.0,condo
604900,1715 34 AVE SW,T2T 2B7,3.0,3.0,1.0,1794.0,house
234900,306 - 20 SAGE HILL TERR NW,T3R 0W8,2.0,2.0,,743.0,condo
680000,27 MAHOGANY RISE SE,T3M 0X3,4.0,3.0,1.0,2484.0,house
499900,104 11 ST NE,T2E 4N2,2.0,1.0,,1151.0,house
469900,104 WENTWORTH Row SW,T3H 1Y1,2.0,2.0,1.0,1670.0,townhouse
170000,1302 - 3115 51 ST SW,T3E 6P4,2.0,1.0,,851.0,condo
689900,1808 13 ST NW,T2M 4M7,4.0,3.0,1.0,1704.0,house
309000,52 PROMENADE Way SE,T2Z 3R4,3.0,2.0,2.0,1190.0,townhouse
1179000,87 ASPEN VISTA WAY SW,T3H 0Y9,4.0,3.0,1.0,2751.0,house
489000,404 HAWKSIDE MEWS NW,T3G 3R9,4.0,3.0,,1419.0,house
3875000,507 RIVERDALE AVE SW,T2S 0X9,5.0,4.0,1.0,4588.0,house
215000,3206 - 10 COUNTRY VILLAGE PK NE,T3K 0W5,2.0,2.0,,840.0,condo
559900,69 REDSTONE HEATH NE,T3N 0T6,5.0,3.0,1.0,2200.0,house
329000,51 CHAPALINA Square SE,T2X 0J4,2.0,3.0,1.0,1167.0,townhouse
665000,167 COUGAR PLATEAU WAY SW,T3H 5S3,4.0,3.0,1.0,2457.0,house
634900,192 PATTERSON HILL SW,T3H 3J3,4.0,2.0,1.0,2227.0,house
324500,870 BELMONT Drive SW,T2X 4A6,3.0,2.0,1.0,1270.0,townhouse
319900,382 BELMONT Drive SW,T2X 4A6,3.0,2.0,1.0,1270.0,townhouse
624900,111 HAMPSTEAD RISE NW,T3A 6B4,6.0,3.0,1.0,2367.0,house
299999,115 - 9449 19 ST SW,T2V 5J8,2.0,2.0,,1251.0,condo
129900,3203 - 1620 70 ST SE,T2A 7Z2,1.0,1.0,,532.0,condo
384900,747 WALDEN DR SE,T2X 2A6,3.0,2.0,1.0,1368.0,house
169000,137 - 3809 45 ST SW,T3E 3H4,3.0,1.0,,857.0,townhouse
300000,10 COUNTRY HILLS DR NW,T3K 4S5,3.0,1.0,1.0,1026.0,house
529900,62 SOMERGLEN WAY SW,T2Y 4B1,4.0,3.0,1.0,2206.0,house
369900,248 PRESTWICK MEWS SE,T2Z 3X7,3.0,2.0,,1076.0,house
389000,23 WALDEN RD SE,T2X 0N5,4.0,3.0,1.0,1349.0,house
384900,15 CASTLEGLEN WAY NE,T3J 3B9,6.0,2.0,1.0,1151.0,house
434000,80 CHAPARRAL VALLEY CRES SE,T2X 0Y1,3.0,3.0,1.0,1661.0,house
234000,2201 - 215 LEGACY BLVD SE,T2X 3Z5,2.0,2.0,,835.0,condo
190000,3E - 515 17 AVE SW,T2S 0A9,2.0,1.0,,788.0,condo
288500,878 Belmont Drive SW,T2X 4A5,2.0,2.0,1.0,1051.0,townhouse
479800,176 DOUGLASBANK MEWS SE,T2Z 2J5,3.0,2.0,1.0,2008.0,house
324900,706 - 310 12 AVE SW,T2R 1B5,1.0,1.0,,563.0,condo
160000,2310 - 3115 51 ST SW,T3E 6P4,2.0,1.0,,855.0,condo
498800,387 SUNLAKE RD SE,T2X 3H4,4.0,2.0,1.0,1944.0,house
479500,7036 SILVERVIEW RD NW,T3B 3M1,3.0,1.0,1.0,1180.0,house
316500,398 NOLANCREST Heights NW,T3R 0Y1,2.0,2.0,1.0,1204.0,townhouse
279900,370 210 Avenue SW,T2X 4A5,2.0,2.0,1.0,1051.0,townhouse
598900,254 - 20 SILVERADO CREST PK SW,T2X 4L3,1.0,1.0,1.0,1192.0,house
579000,114 - 20 SILVERADO CREST PK SW,T2X 4L3,3.0,2.0,1.0,1178.0,house
399900,151 REDSTONE GROVE NE,T3N 0T8,3.0,2.0,1.0,1574.0,house
505000,166 SADDLELAND CRES NE,T3J 5K4,4.0,3.0,,2019.0,house
369900,40 PENWORTH PL SE,T2A 4G4,5.0,3.0,,1087.0,house
678000,3 MARQUIS COVE SE,T3M 1V8,4.0,2.0,1.0,2542.0,house
219900,3206 - 755 COPPERPOND BLVD SE,T2Z 4R2,2.0,2.0,,801.0,condo
399900,300 CRAMOND CLOSE SE,T3M 1B9,4.0,2.0,1.0,1357.0,house
389900,205 - 1629 38 ST SW,T3C 1T8,2.0,2.0,,786.0,condo
285000,309 - 1415 17 ST SE,T2G 3V3,2.0,2.0,,1034.0,condo
1149900,58 MAHOGANY COVE SE,T3M 2S5,5.0,3.0,1.0,2891.0,house
659900,315 OAKSIDE CIR SW,T2V 4T5,3.0,2.0,1.0,1846.0,house
324900,329 SANDSTONE DR NW,T3K 3R5,4.0,2.0,,1026.0,house
272500,157 MCKENZIE TOWNE Gate SE,T2Z 4G2,3.0,1.0,1.0,1145.0,townhouse
145000,309 - 8 PRESTWICK POND TERR SE,T2Z 4P3,2.0,1.0,,737.0,condo
344900,406 - 1010 CENTRE AVE NE,T2E 9C4,2.0,2.0,,1083.0,condo
279900,301 - 402 MARQUIS LANE SE,T3M 2G7,2.0,2.0,,926.0,condo
434900,2008 - 930 6 AVE SW,T2P 1J3,2.0,2.0,,779.0,condo
128000,3204 - 1620 70 ST SE,T2A 7Z2,1.0,1.0,,534.0,condo
