price,address,postal_code,bed,full_bath,half_bath,property_area,property_type
277900,204 CRANBERRY Park SE,T3M 1R3,3.0,2.0,1.0,1156.0,townhouse
539900,712 CEDARILLE WAY SW,T2W 2G7,4.0,3.0,1.0,1473.0,house
212500,1424 - 8810 ROYAL BIRCH BLVD NW,T3G 6A9,2.0,1.0,,854.0,condo
264900,2002 - 1410 1 ST SE,T2G 5T7,1.0,1.0,,699.0,condo
434900,105 MCKENZIE LAKE GDNS SE,T2Z 3E7,3.0,3.0,,1273.0,house
579900,1434 2A ST NW,T2M 2X4,3.0,2.0,,1347.0,house
359999,1205 - 1514 11 ST SW,T2R 1G9,2.0,2.0,,1081.0,condo
249900,402 - 1059 5 AVE NW,T2N 4S8,2.0,1.0,,1014.0,condo
579900,203 WASCANA CRES SE,T2J 1H2,5.0,3.0,,1373.0,house
299900,99 CASTLEDALE WAY NE,T3J 2A4,4.0,2.0,,883.0,house
599900,"204, 3605 16 Street SW",T2T 6X9,3.0,3.0,,1572.0,townhouse
842500,2024 28 AVE SW,T2T 1K3,3.0,3.0,1.0,2296.0,house
399900,"102, 1709 35 Avenue SW",T2T 2G3,2.0,2.0,,880.0,townhouse
199900,129 - 3809 45 ST SW,T3E 3H4,3.0,1.0,,865.0,townhouse
545000,2795 SIGNAL HILL DR SW,T3H 2L8,5.0,3.0,1.0,2154.0,house
498850,234 LUCAS PARADE NW,T3P 1H9,4.0,3.0,1.0,1949.0,house
589900,154 CRESTRIDGE WAY SW,T3B 5Z4,3.0,2.0,1.0,2596.0,house
349900,310 - 777 3 AVE SW,T2P 0G8,2.0,2.0,,1029.0,condo
296800,1108 - 788 12 AVE SW,T2R 0H1,1.0,1.0,,632.0,condo
1475000,2037 51 AVE SW,T3E 1J7,3.0,2.0,1.0,2210.0,house
235900,10 - 203 VILLAGE TERR SW,T3H 2L4,2.0,1.0,2.0,1062.0,condo
549900,7519 HUNTRIDGE PL NE,T2K 4C2,4.0,3.0,,1390.0,house
554900,221 WOOD VALLEY PL SW,T2W 5T9,3.0,3.0,,2046.0,house
524900,546 NEW BRIGHTON DR SE,T2Z 0N8,4.0,3.0,1.0,2378.0,house
437000,23 SADDLELAKE COMMON NE,T3J 0W2,4.0,2.0,1.0,1503.0,house
178900,13 - 230 SETON PASS SE,T3M 3A7,1.0,1.0,,562.0,townhouse
749000,7721 80 AVE NE,T3J 0N1,6.0,5.0,,2696.0,house
130000,3228 - 6818 PINECLIFF GROVE NE,T1Y 7L2,2.0,1.0,,755.0,condo
239900,315 - 315 24 AVE SW,T2S 3E7,1.0,1.0,,680.0,condo
434800,203 - 1914 34 AVE SW,T2T 2C1,2.0,2.0,1.0,1429.0,townhouse
799900,525 22 AVE NW,T2M 1N5,4.0,3.0,1.0,1834.0,house
514888,207 LAKE ONTARIO PL SE,T2J 4Y5,5.0,2.0,1.0,1151.0,house
369900,130 SELKIRK DR SW,T2W 0M4,4.0,2.0,,1308.0,house
679900,54 REDSTONE COVE NE,T3N 0N1,6.0,3.0,1.0,2692.0,house
659900,36 STRADWICK WAY SW,T3H 1G9,5.0,3.0,1.0,2320.0,house
459000,40 CHAPARRAL RD SE,T2X 3J8,4.0,2.0,1.0,2180.0,house
449900,220 SCENIC HILL CLOSE NW,T3L 1P3,5.0,3.0,,1220.0,house
237500,120 - 33 ARBOUR GROVE CLOSE NW,T3G 4K2,3.0,2.0,,1139.0,condo
579900,29 SHERWOOD TERR NW,T3R 1M6,4.0,3.0,1.0,2300.0,house
849900,2024 41 AVE SW,T2T 2M1,4.0,3.0,1.0,1848.0,house
349900,157 AUBURN BAY BLVD SE,T3M 0V3,3.0,3.0,1.0,1031.0,house
324000,25 CHAPARRAL VALLEY PK SE,T2X 0T5,3.0,2.0,1.0,1406.0,house
385000,54 CRANBERRY PL SE,T3M 0G9,3.0,2.0,1.0,1141.0,house
639900,186 COUGAR RIDGE CLOSE SW,T3H 0V4,4.0,2.0,1.0,1921.0,house
419900,404 - 1088 6 AVE SW,T2P 5N3,2.0,2.0,,1112.0,condo
599900,103 WENTWORTH CIR SW,T3H 4V8,3.0,3.0,1.0,1856.0,house
336900,59 WALDEN TERR SE,T2X 0P4,3.0,3.0,1.0,1100.0,house
389900,11010 SACRAMENTO DR SW,T2W 0J2,5.0,3.0,,1001.0,house
258888,3902 DOVERDALE Crescent SE,T2B 1V7,4.0,2.0,1.0,1041.0,townhouse
230000,74 - 7172 COACH HILL RD SW,T3H 1C8,3.0,1.0,1.0,1050.0,townhouse
549900,41 LEGACY LANE SE,T2X 1Y7,3.0,2.0,1.0,2303.0,house
340000,31 PATINA Point SW,T3H 3J7,2.0,2.0,1.0,1290.0,townhouse
284900,404 WALDEN Parade SE,T2X 4C4,2.0,2.0,1.0,1107.0,townhouse
999900,3940 VINCENT PL NW,T3A 0H3,5.0,3.0,,1544.0,house
419900,61 NOLANFIELD MANOR NW,T3R 0M3,3.0,2.0,1.0,1524.0,house
494900,69 LEGACY MANOR SE,T2X 2E9,3.0,2.0,1.0,1732.0,house
274900,23 HARVEST OAK CIR NE,T3K 4S6,3.0,1.0,1.0,1176.0,house
384900,164 COVEPARK CRES NE,T3K 5X8,4.0,2.0,1.0,1482.0,house
675000,47 HAWKFIELD RISE NW,T3G 1Z6,4.0,2.0,1.0,2051.0,house
539800,39 SUNRISE CIR SE,T2X 3A4,4.0,2.0,1.0,2330.0,house
359000,275 EVERGLEN WAY SW,T2Y 5E8,3.0,2.0,1.0,1380.0,house
799900,411 13 ST NW,T2N 1Z3,4.0,2.0,,1445.0,house
615000,215 CHAPARRAL RAVINE VIEW SE,T2X 0A6,4.0,3.0,1.0,2510.0,house
2199900,122 13 ST NE,T2E 4S1,4.0,5.0,1.0,3171.0,house
199900,507 - 250 SAGE VALLEY RD NW,T3R 0R6,2.0,1.0,,830.0,townhouse
499000,"2, 1921 32 Street SW",T3E 2P9,3.0,3.0,1.0,1228.0,townhouse
379900,202 - 510 6 AVE SE,T2G 1L7,1.0,1.0,,741.0,condo
229900,13 - 148 ROCKYLEDGE VIEW NW,T3G 5Y4,2.0,2.0,1.0,898.0,townhouse
439900,55 SKYVIEW SHORES CRT NE,T3N 0C9,3.0,2.0,1.0,1731.0,house
267900,512 - 35 INGLEWOOD PK SE,T2G 1B5,1.0,1.0,,763.0,condo
570000,164 FERNCLIFF CRES SE,T2H 0V4,4.0,2.0,,1053.0,house
714888,38 NOLANSHIRE GREEN NW,T3R 0P6,5.0,3.0,1.0,2634.0,house
1339000,25 MEDFORD PL SW,T2V 2E9,5.0,3.0,,2117.0,house
259900,1206 - 522 CRANFORD DR SE,T3M 2L7,2.0,2.0,,830.0,condo
199900,6310 - 755 COPPERPOND BLVD SE,T2Z 4R2,2.0,2.0,,802.0,condo
170000,302 - 20 DOVER PT SE,T2B 3K3,2.0,1.0,,850.0,condo
195000,8 - 169 ROCKYLEDGE VIEW NW,T3G 6B1,1.0,1.0,,703.0,condo
335000,1804 - 77 SPRUCE PL SW,T3C 3X6,2.0,2.0,,786.0,condo
1550000,72 DISCOVERY VALLEY COVE SW,T3H 5H3,5.0,5.0,1.0,3820.0,house
219900,301 - 5340 17 AVE SW,T3E 6M3,3.0,1.0,1.0,1138.0,townhouse
305000,20 FALTON WAY NE,T3J 1K4,3.0,2.0,,896.0,house
1275000,318 PUMPRIDGE PL SW,T2V 5E4,5.0,2.0,1.0,4588.0,house
469900,257 AUBURN CREST WAY SE,T3M 1T2,4.0,3.0,1.0,1621.0,house
479900,127 ARBOUR RIDGE CLOSE NW,T3G 4M5,4.0,3.0,,1387.0,house
969900,1936 45 AVE SW,T2T 2P3,3.0,2.0,1.0,2315.0,house
549000,225 SCENIC HILL CLOSE NW,T3L 1P9,3.0,3.0,1.0,1740.0,house
869900,3490 7 AVE NW,T2N 2Y8,4.0,3.0,1.0,1750.0,house
729000,636 17 AVE NW,T2M 0N5,3.0,2.0,1.0,1968.0,house
634000,2424 LANGRIVILLE DR SW,T3E 5G8,4.0,3.0,,1036.0,house
364900,241 - 4037 42 ST NW,T3A 2M9,3.0,2.0,1.0,1507.0,townhouse
375000,623 13 AVE NE,T2E 1C7,3.0,2.0,,909.0,house
324900,301 - 1026 12 AVE SW,T2R 0J6,2.0,2.0,,869.0,condo
759900,426 8 ST NE,T2E 4G9,3.0,2.0,1.0,1957.0,house
729900,5203 23 AVE NW,T3B 0Z9,4.0,3.0,1.0,1672.0,house
389900,48 DEERBOW CIR SE,T2J 6J2,4.0,3.0,,1206.0,house
368900,1032 PENSDALE CRES SE,T2A 2G1,3.0,1.0,,1022.0,house
559900,12 CRANLEIGH CLOSE SE,T3M 1H6,3.0,2.0,1.0,2298.0,house
299900,413 TEMPLEVIEW DR NE,T1Y 4L1,4.0,2.0,1.0,1046.0,house
449888,442 REDSTONE DR NE,T3N 0R1,5.0,3.0,1.0,1678.0,house
325000,25 GALBRAITH DR SW,T3E 4Z5,3.0,2.0,,966.0,house
849000,48 COUGAR RIDGE HTS SW,T3H 4X5,4.0,3.0,1.0,2404.0,house
325000,68 MACEWAN PARK LINK NW,T3K 3E5,4.0,2.0,,1028.0,house
450000,229 NEW BRIGHTON LANE SE,T2Z 0E3,4.0,3.0,1.0,1934.0,house
465000,9293 SANTANA CRES NW,T3K 3P3,4.0,3.0,1.0,2006.0,house
665000,410 12 ST NW,T2N 1Y8,3.0,2.0,,1096.0,house
475000,75 FAIRVIEW CRES SE,T2H 0Z7,3.0,1.0,,1107.0,house
650000,254 NOLAN HILL BLVD NW,T3R 0P5,3.0,2.0,1.0,2492.0,house
424900,603 MACEWAN VALLEY RD NW,T3K 3T2,4.0,3.0,1.0,1802.0,house
339900,203 CRANBERRY Park SE,T3M 1R3,3.0,3.0,1.0,1160.0,townhouse
480000,132 BOW GREEN CRES NW,T3B 4R8,2.0,1.0,,849.0,house
619000,76 AUBURN GLEN GREEN SE,T3M 0M7,4.0,3.0,1.0,2096.0,house
409000,284 QUEEN ALEXANDRA RD SE,T2J 3P5,4.0,2.0,,1136.0,house
255999,16 DOVERDALE Mews SE,T2B 1V9,4.0,2.0,,996.0,townhouse
739900,143 HAMPTONS HEATH NW,T3A 5E7,6.0,3.0,1.0,2613.0,house
259900,122 ABALONE PL NE,T2A 6N1,2.0,2.0,,740.0,house
649900,214 PANATELLA HEATH NW,T3K 0H3,5.0,3.0,1.0,2299.0,house
649000,16 CRANBROOK MEWS SE,T3M 3C1,3.0,2.0,1.0,1980.0,house
199900,5 - 2212 PALISWOOD RD SW,T2V 4Y6,1.0,1.0,,688.0,townhouse
398900,932 SETON CIR SE,T3M 2V1,4.0,3.0,1.0,1546.0,house
292000,509 - 205 RIVERFRONT AVE SW,T2P 5K4,1.0,1.0,,813.0,condo
389000,130 BRIDLEWOOD WAY SW,T2Y 3S8,3.0,2.0,1.0,1397.0,house
769000,2615 14A ST SW,T2T 3X8,3.0,2.0,1.0,2002.0,house
620000,2823 34 ST SW,T3E 2W8,3.0,2.0,,990.0,house
387500,206 COPPERPOND BLVD SE,T2Z 0X3,3.0,2.0,1.0,1506.0,house
999900,741 EAST CHESTERMERE DR,T1X 1A6,3.0,3.0,,1442.0,house
539900,326 WASCANA CRES SE,T2J 1H5,4.0,2.0,,1060.0,house
550000,6303 LOMBARDY CRES SW,T3E 5R3,3.0,2.0,1.0,1201.0,house
785000,311 SIMCREST HTS SW,T3H 4K2,5.0,3.0,1.0,2714.0,house
164900,213 - 11 DOVER PT SE,T2B 3J8,2.0,2.0,,789.0,condo
815000,607 ALBERTA AVE SE,T2G 4K5,4.0,3.0,1.0,1789.0,house
174900,2714 DOVELY PK SE,T2B 3G8,2.0,1.0,,618.0,house
260000,236 CITYSCAPE Common NE,T3N 0P9,3.0,1.0,1.0,1281.0,townhouse
438900,722 56 Avenue SW,T2V 0H1,3.0,3.0,1.0,1128.0,townhouse
1199000,14 - 347 TUSCANY ESTATES RISE NW,T3L 0C8,2.0,2.0,1.0,2129.0,house
1125000,527 WILDERNESS DR SE,T2J 1Z3,5.0,3.0,2.0,2240.0,house
399900,71 ARMSTRONG CRES SE,T2J 0X2,4.0,2.0,,1033.0,house
675000,43 HAWKMOUNT HTS NW,T3G 3S5,4.0,3.0,1.0,2463.0,house
689800,406 7A ST NE,T2E 4G1,2.0,1.0,1.0,1476.0,house
265000,226 MCKENZIE TOWNE Link SE,T2Z 4G3,3.0,1.0,1.0,1279.0,townhouse
585000,8501 48 AVE NW,T3B 2B1,4.0,3.0,1.0,1737.0,house
349900,512 PRESTWICK CIR SE,T2Z 4P7,2.0,1.0,2.0,1107.0,house
455000,201 - 500 EAU CLAIRE AVE SW,T2P 3R8,2.0,2.0,,1740.0,condo
460000,93 GATEWAY DR SW,T3E 4K1,4.0,2.0,,1043.0,house
649000,1459 ACADIA DR SE,T2J 5B1,5.0,3.0,,1323.0,house
189900,409 - 406 CRANBERRY PK SE,T3M 1Y9,1.0,1.0,,578.0,condo
1395000,1020 26 ST NE,T2A 2M4,,,,2875.0,
349900,160 SANDSTONE RD NW,T3K 2X9,3.0,2.0,1.0,980.0,house
240000,205 - 829 COACH BLUFF CRES SW,T3H 1B1,2.0,1.0,,884.0,townhouse
435000,801 EVANSTON DR NW,T3P 0M4,4.0,2.0,1.0,1914.0,house
499900,93 - 99 CHRISTIE PT SW,T3H 3K8,2.0,2.0,1.0,1217.0,house
359900,"203, 3375 15 Street SW",T2T 4A2,2.0,2.0,,732.0,condo
625000,22 ELGIN ESTATES GROVE SE,T2Z 4R1,3.0,2.0,1.0,2350.0,house
295000,20 - 64 WOODACRES CRES SW,T2W 4V6,3.0,2.0,1.0,1184.0,townhouse
328888,42 PATINA Point SW,T3H 3J7,2.0,1.0,1.0,1340.0,townhouse
279900,89 COPPERFIELD Court SE,T2Z 4Z3,2.0,2.0,1.0,1115.0,townhouse
399000,510 - 138 18 AVE SE,T2G 5P9,2.0,2.0,1.0,1572.0,condo
322649,226  Auburn Meadows  Manor SE,T3M 2S1,3.0,2.0,1.0,1122.0,townhouse
325000,1253 40 AVE NW,T2K 0G5,4.0,2.0,,984.0,house
315000,21 ELGIN MEWS SE,T2Z 4J9,3.0,1.0,1.0,1017.0,house
469900,75 SCOTIA LANDNG NW,T3L 2K2,3.0,3.0,,1261.0,house
200000,4411 - 14645 6 ST SW,T2Y 3S1,1.0,1.0,1.0,964.0,condo
359900,27 RIVER ROCK CIR SE,T2C 4C3,4.0,1.0,1.0,1478.0,house
560000,721 54 AVE SW,T2V 0E2,4.0,3.0,1.0,1920.0,house
795999,2825 25A ST SW,T3E 1Z5,4.0,3.0,1.0,1898.0,house
189900,51 Abbeydale Villas NE,T2A 7P6,2.0,2.0,1.0,992.0,townhouse
669000,221 9 AVE NE,T2E 0V5,2.0,2.0,,1229.0,house
735000,139 CANTERBURY CRT SW,T2W 6C1,4.0,3.0,,1568.0,house
449900,"1, 4628 17 Avenue NW",T3B 0P3,3.0,3.0,1.0,1210.0,townhouse
159000,224 - 8235 ELBOW DR SW,T2V 1K6,2.0,1.0,,859.0,condo
239000,221 - 323 20 AVE SW,T2S 2G5,1.0,1.0,,504.0,condo
359900,"306, 128 2 Street SW",T2P 0S7,1.0,1.0,,672.0,condo
569000,6012 DALTON DR NW,T3A 1C8,5.0,2.0,,1203.0,house
333900,44 COVEMEADOW RD NE,T3K 6E6,3.0,1.0,1.0,1222.0,house
549000,13 CORAL SPRINGS PK NE,T3J 3R1,6.0,3.0,1.0,2219.0,house
1325000,135 WILDWOOD DR SW,T3C 3C7,4.0,3.0,,1844.0,house
519800,112 EVEROAK DR SW,T2Y 0C5,5.0,3.0,1.0,2033.0,house
244900,704 - 9930 BONAVENTURE DR SE,T2J 4L4,3.0,2.0,1.0,1155.0,townhouse
285000,1 - 210 25 AVE SW,T2S 0L1,2.0,1.0,,849.0,condo
2995000,1121 COLBORNE CRES SW,T2T 0R1,4.0,3.0,2.0,4152.0,house
529900,50 AUBURN GLEN COMMON SE,T3M 0N2,3.0,2.0,1.0,2009.0,house
649900,11 CRANBROOK LANE SE,T3M 2J5,4.0,3.0,1.0,2065.0,house
519900,145 SCENIC VIEW BAY NW,T3L 1Z7,5.0,3.0,1.0,2191.0,house
600000,4423 19 AVE NW,T3B 0R8,3.0,2.0,1.0,1628.0,house
349900,92 NOLAN HILL Heights NW,T3R 0S5,3.0,2.0,1.0,1568.0,townhouse
354900,2103 - 210 15 AVE SE,T2G 0B5,2.0,2.0,,1014.0,condo
569000,147 COPPERLEAF CRES SE,T2Z 0C1,4.0,3.0,1.0,2395.0,house
419990,12 NEW BRIGHTON CRT SE,T2Z 0Y1,4.0,3.0,1.0,1439.0,house
360000,170 COUNTRY HILLS DR NW,T3K 4X3,3.0,2.0,,1028.0,house
729000,4316 BRENTWOOD GREEN NW,T2L 1L3,3.0,3.0,,1114.0,house
799900,1730 13 AVE SW,T3C 0T9,4.0,2.0,1.0,1590.0,house
265000,2018 41 ST SE,T2B 1C6,2.0,1.0,,822.0,house
399900,7911 47 AVE NW,T3B 1Z2,3.0,2.0,1.0,1430.0,house
620000,210 HAWKVILLE CLOSE NW,T3G 3N6,4.0,3.0,1.0,2118.0,house
474900,1201 - 10221 TUSCANY BLVD NW,T3L 0A3,2.0,2.0,,1544.0,condo
330000,101 - 1608 12 AVE SW,T3C 0R2,2.0,1.0,,992.0,condo
719900,90 CRANLEIGH WAY SE,T3M 1C8,5.0,3.0,1.0,2731.0,house
380000,173 EVANSTON HILL NW,T3P 1J7,3.0,2.0,1.0,1557.0,house
324900,40 APPLEWOOD DR SE,T2A 7L1,4.0,1.0,1.0,1100.0,house
639900,107 PANATELLA GROVE NW,T3K 0W8,4.0,2.0,1.0,2678.0,house
349000,4 MARBROOKE CIR NE,T2A 2W4,5.0,2.0,,1071.0,house
548500,124 SHAWNEE WAY SW,T2Y 2V2,5.0,3.0,1.0,2114.0,house
1550000,48 MONTROSE CRES NE,T2E 5P2,4.0,3.0,1.0,1915.0,house
399900,1507 - 920 5 AVE SW,T2P 5P6,2.0,2.0,,947.0,condo
379990,33 SADDLEFIELD DR NE,T3J 4Z9,5.0,3.0,,1054.0,house
311000,103 ERIN MEADOW CRES SE,T2B 3L4,3.0,2.0,1.0,1038.0,house
899900,133 ROCK LAKE HTS NW,T3G 0G3,4.0,3.0,1.0,2376.0,house
328000,1301 - 210 15 AVE SE,T2G 0B5,2.0,2.0,,893.0,condo
409900,43 NOLANLAKE PT NW,T3R 0W2,3.0,2.0,1.0,1422.0,house
430000,158 TUSCARORA WAY NW,T3L 2H1,4.0,3.0,1.0,1629.0,house
319900,516 12 AVE NE,T2E 1A8,2.0,1.0,,710.0,house
564900,12 PANORAMA HILLS MEWS NW,T3K 5C2,3.0,2.0,1.0,2054.0,house
574900,169 PANAMOUNT RISE NW,T3K 6B7,5.0,3.0,1.0,2330.0,house
869800,4510 16A ST SW,T2T 4L7,4.0,3.0,1.0,1700.0,house
389900,742 WALDEN DR SE,T2X 2A6,3.0,2.0,1.0,1513.0,house
494900,942 SUNCASTLE DR SE,T2X 2M3,4.0,2.0,1.0,2269.0,house
448000,50 ELGIN MEADOWS WAY SE,T2Z 0G3,3.0,2.0,1.0,2030.0,house
339900,1101 - 1118 12 AVE SW,T2R 0P4,2.0,2.0,,943.0,condo
434900,151 QUEEN ANNE RD SE,T2J 4S4,3.0,2.0,,1016.0,house
849900,1121 VARSITY ESTATES RISE NW,T3B 2V9,3.0,2.0,1.0,1517.0,house
238900,405 - 235 15 AVE SW,T2R 0P6,2.0,1.0,1.0,949.0,condo
362900,16 LEGACY VIEW SE,T2X 2C3,3.0,3.0,1.0,1375.0,house
273000,213 Copperpond Row SE,T2Z 1H2,2.0,2.0,1.0,1281.0,townhouse
169900,101 - 7724 BOWNESS RD NW,T3B 0H1,2.0,1.0,,777.0,condo
599900,48 EDGEBROOK RISE NW,T3A 4Z8,3.0,3.0,1.0,2220.0,house
769900,89 PANAMOUNT GREEN NW,T3K 5R7,3.0,2.0,2.0,2404.0,house
359900,91 MCKERRELL CLOSE SE,T2Z 1M3,4.0,2.0,,1278.0,house
398000,74 ARBOUR STONE RISE NW,T3G 4N3,4.0,3.0,,1205.0,house
287500,2011 39 ST SE,T2B 1A4,3.0,1.0,,988.0,house
344900,1050 CARRINGTON BLVD NW,T3P 1L8,3.0,2.0,1.0,1287.0,house
399900,106 - 220 26 AVE SW,T2S 0M4,2.0,2.0,,1142.0,condo
545000,424 PARKRIDGE CRES SE,T2J 4Z4,4.0,3.0,,1306.0,house
649000,439 10 ST NE,T2E 4M2,3.0,2.0,,893.0,house
334900,1046 CARRINGTON BLVD NW,T3P 1L8,3.0,2.0,1.0,1184.0,house
424800,48 MACEWAN PARK RD NW,T3K 3G3,4.0,2.0,,1124.0,house
225000,5107 - 70 PANAMOUNT DR NW,T3K 5Z1,2.0,2.0,,877.0,condo
469900,512 NORTHMOUNT PL NW,T2K 3R1,4.0,1.0,,987.0,house
558800,3801 POINT MCKAY Road NW,T3B 4V7,3.0,2.0,1.0,1419.0,townhouse
434900,58 HIDDEN VALLEY PK NW,T3A 5M4,3.0,2.0,1.0,1288.0,house
510000,"1, 1538 34 Avenue SW",T2T 2A9,1.0,1.0,,714.0,townhouse
425000,2 - 2122 15 ST SW,T2T 3Y8,3.0,3.0,,2253.0,house
689800,212 ASPEN HILLS CLOSE SW,T3H 0C8,4.0,3.0,1.0,2332.0,house
625000,1424 29 ST NW,T2N 2V1,4.0,2.0,,1127.0,house
374800,248 CRAMOND CLOSE SE,T3M 1E2,3.0,2.0,1.0,1146.0,house
875000,3812 15A ST SW,T2T 4C5,4.0,3.0,1.0,2193.0,house
599900,4824 GRAHAM DR SW,T3E 4L2,4.0,2.0,,1157.0,house
950,624 34 AVE NE,T2E 2K2,2.0,1.0,,950.0,house
409000,1483 LAKE MICHIGAN CRES SE,T2J 3E9,5.0,2.0,,1156.0,house
309900,307 - 99 SPRUCE PL SW,T3C 3X7,2.0,2.0,,977.0,condo
364900,1036 MCKENZIE TOWNE Villas SE,T2Z 1E4,3.0,2.0,,1345.0,townhouse
289900,2205 - 1888 SIGNATURE PK SW,T3H 4Z1,2.0,2.0,,1030.0,condo
229900,554 Queenston Gardens SE,T2J 6R2,3.0,1.0,1.0,1020.0,townhouse
345000,3 BRIDLEWOOD AVE SW,T2Y 3T3,3.0,3.0,1.0,1123.0,house
260000,2227 47 ST SE,T2B 1L5,4.0,1.0,,1031.0,house
440000,150 Ascot Point SW,T3H 0X1,3.0,2.0,1.0,1270.0,townhouse
675000,1739 30 AVE SW,T2T 1P6,4.0,2.0,1.0,1517.0,house
799000,4309 16 ST SW,T2T 4J1,4.0,3.0,1.0,1824.0,house
505000,2 - 2020 27 AVE SW,T2T 1H5,3.0,3.0,1.0,1640.0,townhouse
244900,35 RUNDLELAWN GREEN NE,T1Y 6S5,3.0,2.0,1.0,1012.0,house
989000,201 - 837 2 AVE SW,T2P 0E6,2.0,2.0,,1505.0,condo
114900,301 - 1202 13 AVE SW,T3C 0T1,1.0,1.0,,871.0,condo
439900,92 NEW BRIGHTON DR SE,T2Z 4W5,3.0,2.0,1.0,1636.0,house
489900,49 HAYSBORO CRES SW,T2V 3G1,4.0,2.0,,1123.0,house
499900,2826 1 Street NW,T2M 4X8,3.0,3.0,1.0,1488.0,townhouse
218800,3109 - 755 COPPERPOND BLVD SE,T2Z 4R2,2.0,2.0,,906.0,condo
1545000,24 FORTRESS CRT SW,T3H 0T8,4.0,3.0,1.0,4101.0,house
299900,116 EVERRIDGE Common SW,T2Y 5H1,2.0,1.0,1.0,999.0,townhouse
679900,3604 1 ST NW,T2K 0W6,4.0,3.0,1.0,1828.0,house
299000,1704 - 11811 LAKE FRASER DR SE,T2J 7J4,2.0,2.0,,905.0,condo
599900,5231 BARRON DR NW,T2L 1T7,4.0,2.0,,1163.0,house
230000,34 - 6503 RANCHVIEW DR NW,T3G 1P2,3.0,2.0,,985.0,townhouse
319900,2008 - 80 POINT MCKAY CRES NW,T3B 4W4,2.0,1.0,1.0,1041.0,condo
214900,5412 - 14645 6 ST SW,T2Y 3S1,1.0,1.0,1.0,871.0,condo
164900,333 - 20 ROYAL OAK PLAZA NW,T3G 0E6,1.0,1.0,,533.0,condo
462900,8 CHRISTIE Gardens SW,T3H 3B5,3.0,3.0,,1342.0,townhouse
325000,7900 SILVER SPRINGS Road NW,T3B 4J5,2.0,1.0,1.0,1134.0,townhouse
249900,206 SOMERVALE Point SW,T2Y 3K4,1.0,1.0,,840.0,townhouse
219000,806 - 735 12 AVE SW,T2R 1J7,2.0,1.0,,897.0,condo
357500,411 COVENTRY RD NE,T3K 5N1,3.0,1.0,1.0,1274.0,house
349900,45 MARTINVALLEY PL NE,T3J 4A2,5.0,2.0,,1429.0,house
425000,1631 16 Avenue SW,T3C 1A2,2.0,1.0,1.0,1317.0,townhouse
409900,128 ARBOUR WOOD MEWS NW,T3G 4B5,3.0,2.0,1.0,1457.0,house
198000,72 - 5520 1 AVE SE,T2A 5Z7,3.0,1.0,1.0,1023.0,townhouse
809900,1711 26A ST SW,T3C 1L2,4.0,3.0,1.0,1858.0,house
415000,561 POINT MCKAY Grove NW,T3B 5C4,2.0,2.0,,1529.0,townhouse
265000,237 - 3111 34 AVE NW,T2L 0Y2,1.0,1.0,,601.0,condo
209900,103 - 1811 34 AVE SW,T2T 2B9,1.0,1.0,,543.0,condo
189900,317 - 6000 SOMERVALE CRT SW,T2Y 4J4,2.0,2.0,,801.0,condo
949000,359 SCARBORO AVE SW,T3C 2H5,4.0,3.0,,1985.0,house
524900,76 SUNMOUNT RD SE,T2X 2M7,4.0,2.0,1.0,1448.0,house
1499800,1811 PALLISER DR SW,T2V 4C4,3.0,2.0,1.0,2864.0,house
587900,235 99 AVE SE,T2J 0H9,4.0,3.0,,1078.0,house
1599000,86 ROSELAWN CRES NW,T2K 1K6,5.0,3.0,1.0,2421.0,house
369000,35 ERIN GREEN WAY SE,T2B 3C2,3.0,2.0,1.0,1205.0,house
598000,139 20 AVE NE,T2E 1P8,2.0,1.0,,920.0,house
625888,657 HAMPTONS DR NW,T3A 5Y4,4.0,3.0,1.0,2141.0,house
279900,205 - 622 56 AVE SW,T2V 0G8,2.0,2.0,,1050.0,townhouse
254900,217 - 20 DISCOVERY RIDGE CLOSE SW,T3H 5X4,2.0,1.0,,925.0,condo
344900,216 - 7 WESTPARK COMMON SW,T3H 0Y4,2.0,2.0,,1120.0,condo
509900,199 HAWKBURY CLOSE NW,T3G 3C9,4.0,3.0,1.0,1776.0,house
559900,10 MASTERS MEWS SE,T3M 2B4,3.0,2.0,1.0,2228.0,house
799900,1907 WESTMOUNT RD NW,T2N 3M8,4.0,4.0,1.0,2105.0,house
575000,1117 SIERRA MORENA CRT SW,T3H 3N1,4.0,3.0,1.0,1817.0,house
749900,4 VARSPLAIN PL NW,T3A 0C7,4.0,2.0,1.0,2111.0,house
317000,301 - 836 ROYAL AVE SW,T2T 0L3,1.0,1.0,,705.0,condo
529000,84 EVEROAK CIR SW,T2Y 0A1,4.0,2.0,1.0,2520.0,house
534900,248 HAWKHILL PL NW,T3G 3H4,5.0,3.0,1.0,2035.0,house
699900,4828 22 AVE NW,T3B 0Y5,4.0,3.0,1.0,1851.0,house
259900,409 - 338 SETON CIR SE,T3M 2V3,2.0,2.0,1.0,1165.0,townhouse
425000,401 - 603 7 AVE NE,T2E 0N4,2.0,1.0,1.0,992.0,condo
274900,19 TEMPLEGREEN PL NE,T1Y 4Z2,3.0,1.0,1.0,1065.0,house
835000,38 ELKTON WAY SW,T3H 4Y8,4.0,3.0,1.0,2359.0,house
279900,731 MALVERN DR NE,T2A 5P9,4.0,2.0,,770.0,house
499000,20 COPPERFIELD MANOR SE,T2Z 4R7,4.0,2.0,1.0,2363.0,house
