price,address,postal_code,bedrooms,bath,property_type
234900,153 Woodsman  LANE SW,T2W 4Z5,3 bed,1 + 1 bath,townhouse
368000,1610 - 615 6 AVE SE,T2G 1S2,1 bed,1 bath,condo
179900,143 STORYBOOK Terrace NW,T3G 1Y5,2 bed,1 bath,townhouse
340000,31 PATINA Point SW,T3H 3J7,2 bed,2 + 1 bath,townhouse
267900,512 - 35 INGLEWOOD PK SE,T2G 1B5,1 bed,1 bath,condo
799900,411 13 ST NW,T2N 1Z3,4 bed,2 bath,house
615000,215 CHAPARRAL RAVINE VIEW SE,T2X 0A6,4 bed,3 + 1 bath,house
2199900,122 13 ST NE,T2E 4S1,4 bed,5 + 1 bath,house
199900,507 - 250 SAGE VALLEY RD NW,T3R 0R6,2 bed,1 bath,townhouse
499000,"2, 1921 32 Street SW",T3E 2P9,3 bed,3 + 1 bath,townhouse
379900,202 - 510 6 AVE SE,T2G 1L7,1 bed,1 bath,condo
229900,13 - 148 ROCKYLEDGE VIEW NW,T3G 5Y4,2 bed,2 + 1 bath,townhouse
439900,55 SKYVIEW SHORES CRT NE,T3N 0C9,3 bed,2 + 1 bath,house
539800,39 SUNRISE CIR SE,T2X 3A4,4 bed,2 + 1 bath,house
209000,404 - 195 KINCORA GLEN RD NW,T3R 0S3,2 bed,2 bath,condo
570000,1621 13 AVE SW,T3C 0T8,3 bed,2 bath,house
274900,150 - 310 8 ST SW,T2P 3P3,2 bed,2 bath,condo
619500,38 TUSCANY VALLEY HILL NW,T3L 2K4,3 bed,2 + 1 bath,house
269900,229 - 22 RICHARD PL SW,T3E 7N6,2 bed,2 bath,condo
649900,557 HAMPTONS DR NW,T3A 5Z9,5 bed,3 + 1 bath,house
459888,139 TUSCANY RIDGE TERR NW,T3L 3A6,3 bed,3 + 1 bath,house
560000,1403 - 930 6 AVE SW,T2P 1J3,2 bed,2 bath,condo
795000,20 HAWKRIDGE CRT NW,T3G 3C1,5 bed,3 + 1 bath,house
219900,301 - 5340 17 AVE SW,T3E 6M3,3 bed,1 + 1 bath,townhouse
479900,127 ARBOUR RIDGE CLOSE NW,T3G 4M5,4 bed,3 bath,house
469900,257 AUBURN CREST WAY SE,T3M 1T2,4 bed,3 + 1 bath,house
714888,38 NOLANSHIRE GREEN NW,T3R 0P6,5 bed,3 + 1 bath,house
1275000,318 PUMPRIDGE PL SW,T2V 5E4,5 bed,2 + 1 bath,house
969900,1936 45 AVE SW,T2T 2P3,3 bed,2 + 1 bath,house
549000,225 SCENIC HILL CLOSE NW,T3L 1P9,3 bed,3 + 1 bath,house
334900,3005 DOVERBROOK RD SE,T2B 2L4,5 bed,2 + 1 bath,house
499800,947 NORTHMOUNT DR NW,T2L 0B1,3 bed,2 bath,house
634000,2424 LANGRIVILLE DR SW,T3E 5G8,4 bed,3 bath,house
335000,1804 - 77 SPRUCE PL SW,T3C 3X6,2 bed,2 bath,condo
364900,241 - 4037 42 ST NW,T3A 2M9,3 bed,2 + 1 bath,townhouse
729000,636 17 AVE NW,T2M 0N5,3 bed,2 + 1 bath,house
379900,5527 4 AVE NE,T2A 3X9,3 bed,2 + 1 bath,house
499000,75 HAWKDALE CIR NW,T3G 3L5,3 bed,2 + 1 bath,house
335900,334 Belmont Avenue SW,T2X 4H8,3 bed,2 + 1 bath,townhouse
514900,3835 CHARLESWOOD DR NW,T2L 2C7,4 bed,2 bath,house
529925,4205 26 AVE SE,T2B 0E1,N/A bed,N/A bath,house
379000,49 - 5790 PATINA DR SW,T3H 2Y5,3 bed,3 + 1 bath,townhouse
898000,500J - 500 EAU CLAIRE AVE SW,T2P 3R8,4 bed,3 + 1 bath,condo
325000,25 GALBRAITH DR SW,T3E 4Z5,3 bed,2 bath,house
480000,132 BOW GREEN CRES NW,T3B 4R8,2 bed,1 bath,house
324900,301 - 1026 12 AVE SW,T2R 0J6,2 bed,2 bath,condo
325000,68 MACEWAN PARK LINK NW,T3K 3E5,4 bed,2 bath,house
450000,229 NEW BRIGHTON LANE SE,T2Z 0E3,4 bed,3 + 1 bath,house
465000,9293 SANTANA CRES NW,T3K 3P3,4 bed,3 + 1 bath,house
665000,410 12 ST NW,T2N 1Y8,3 bed,2 bath,house
475000,75 FAIRVIEW CRES SE,T2H 0Z7,3 bed,1 bath,house
650000,254 NOLAN HILL BLVD NW,T3R 0P5,3 bed,2 + 1 bath,house
424900,603 MACEWAN VALLEY RD NW,T3K 3T2,4 bed,3 + 1 bath,house
449888,442 REDSTONE DR NE,T3N 0R1,5 bed,3 + 1 bath,house
339900,203 CRANBERRY Park SE,T3M 1R3,3 bed,3 + 1 bath,townhouse
174900,214 - 195 KINCORA GLEN RD NW,T3R 0S3,1 bed,1 bath,condo
549500,3606 19 Avenue SW,T3E 7W8,3 bed,3 + 1 bath,townhouse
169000,16 - 4531 7 AVE SE,T2A 5E4,3 bed,1 + 1 bath,townhouse
269900,116 ROYAL BIRCH Villas NW,T3G 5V2,3 bed,1 + 1 bath,townhouse
225000,3241 DOVERVILLE CRES SE,T2B 1V1,2 bed,1 + 1 bath,house
689000,10619 MAPLEBEND DR SE,T2J 1X3,4 bed,3 bath,house
229900,6N - 203 LYNNVIEW RD SE,T2C 2C6,3 bed,1 + 1 bath,townhouse
375000,8144 MASTERS BLVD SE,T3M 2L5,3 bed,2 + 1 bath,house
398900,932 SETON CIR SE,T3M 2V1,4 bed,3 + 1 bath,house
550000,6303 LOMBARDY CRES SW,T3E 5R3,3 bed,2 + 1 bath,house
292000,509 - 205 RIVERFRONT AVE SW,T2P 5K4,1 bed,1 bath,condo
409000,284 QUEEN ALEXANDRA RD SE,T2J 3P5,4 bed,2 bath,house
769000,2615 14A ST SW,T2T 3X8,3 bed,2 + 1 bath,house
387500,206 COPPERPOND BLVD SE,T2Z 0X3,3 bed,2 + 1 bath,house
999900,741 EAST CHESTERMERE DR,T1X 1A6,3 bed,3 bath,house
420000,71 WHITEFIELD CLOSE NE,T1Y 4X6,3 bed,2 + 1 bath,house
539900,326 WASCANA CRES SE,T2J 1H5,4 bed,2 bath,house
785000,311 SIMCREST HTS SW,T3H 4K2,5 bed,3 + 1 bath,house
199900,5 - 2212 PALISWOOD RD SW,T2V 4Y6,1 bed,1 bath,townhouse
164900,213 - 11 DOVER PT SE,T2B 3J8,2 bed,2 bath,condo
815000,607 ALBERTA AVE SE,T2G 4K5,4 bed,3 + 1 bath,house
489900,160 CORAL REEF CLOSE NE,T3J 3Y6,3 bed,2 + 1 bath,house
1199987,7311 11 ST SW,T2V 1N3,4 bed,3 + 1 bath,house
289900,2 - 714 5A ST NW,T2N 1R4,3 bed,1 bath,condo
342500,239 PINEMILL RD NE,T1Y 2E1,4 bed,2 bath,house
485888,429 11 ST NE,T2E 4N5,3 bed,2 bath,house
299900,6845 RUNDLEHORN DR NE,T1Y 4P2,4 bed,1 + 1 bath,house
525000,292 QUARRY PARK Boulevard SE,T2C 5G3,4 bed,3 + 1 bath,townhouse
455000,201 - 500 EAU CLAIRE AVE SW,T2P 3R8,2 bed,2 bath,condo
1099000,2009 48 AVE SW,T2T 2T6,3 bed,3 + 1 bath,house
460000,93 GATEWAY DR SW,T3E 4K1,4 bed,2 bath,house
649000,1459 ACADIA DR SE,T2J 5B1,5 bed,3 bath,house
1395000,1020 26 ST NE,T2A 2M4,N/A bed,N/A bath,
349900,160 SANDSTONE RD NW,T3K 2X9,3 bed,2 + 1 bath,house
435000,801 EVANSTON DR NW,T3P 0M4,4 bed,2 + 1 bath,house
240000,205 - 829 COACH BLUFF CRES SW,T3H 1B1,2 bed,1 bath,townhouse
549900,531 99 AVE SE,T2J 0K1,5 bed,2 bath,house
189900,409 - 406 CRANBERRY PK SE,T3M 1Y9,1 bed,1 bath,condo
260000,236 CITYSCAPE Common NE,T3N 0P9,3 bed,1 + 1 bath,townhouse
349900,512 PRESTWICK CIR SE,T2Z 4P7,2 bed,1 + 2 bath,house
725000,5222 22 AVE NW,T3B 0Y9,3 bed,2 + 2 bath,house
269900,335 WALDEN Drive SE,T2X 0Y4,2 bed,2 + 1 bath,townhouse
269000,3110 - 20 HARVEST ROSE PK NE,T3K 4Z1,2 bed,2 bath,condo
434900,1108 14 Avenue SW,T2R 0P2,2 bed,1 + 1 bath,townhouse
399900,25 ASPENMONT Heights SW,T3H 0E4,2 bed,2 + 1 bath,condo
699900,412 23 AVE NW,T2M 1S4,4 bed,3 + 1 bath,house
399900,160 MACEWAN GLEN DR NW,T3K 2G4,3 bed,3 + 1 bath,house
240000,131 AUBURN MEADOWS Walk SE,T3M 0T5,2 bed,1 bath,townhouse
979900,152 ROCK LAKE VIEW NW,T3G 0G1,4 bed,3 + 1 bath,house
159000,224 - 8235 ELBOW DR SW,T2V 1K6,2 bed,1 bath,condo
200000,4411 - 14645 6 ST SW,T2Y 3S1,1 bed,1 + 1 bath,condo
359900,27 RIVER ROCK CIR SE,T2C 4C3,4 bed,1 + 1 bath,house
560000,721 54 AVE SW,T2V 0E2,4 bed,3 + 1 bath,house
795999,2825 25A ST SW,T3E 1Z5,4 bed,3 + 1 bath,house
189900,51 Abbeydale Villas NE,T2A 7P6,2 bed,2 + 1 bath,townhouse
669000,221 9 AVE NE,T2E 0V5,2 bed,2 bath,house
735000,139 CANTERBURY CRT SW,T2W 6C1,4 bed,3 bath,house
449900,"1, 4628 17 Avenue NW",T3B 0P3,3 bed,3 + 1 bath,townhouse
359900,"203, 3375 15 Street SW",T2T 4A2,2 bed,2 bath,condo
799900,2418 28 AVE SW,T2T 1K9,5 bed,3 + 1 bath,house
445000,287 HENDON DR NW,T2K 1Z4,3 bed,2 bath,house
437000,63 COUGAR RIDGE BAY SW,T3H 5C4,3 bed,2 + 1 bath,house
399900,12 EDGEMONT ESTATES Road NW,T3A 2M5,3 bed,2 + 1 bath,townhouse
499000,1124 COLGROVE AVE NE,T2E 5B9,2 bed,2 bath,house
225000,20 COUNTRY HILLS View NW,T3K 5A3,2 bed,2 bath,condo
959900,9 ROCK LAKE HTS NW,T3G 0G1,4 bed,3 + 1 bath,house
439900,85 SAGE VALLEY DR NW,T3R 0C8,3 bed,1 + 1 bath,house
989900,63 ROCK LAKE VIEW NW,T3G 0E9,4 bed,3 + 1 bath,house
549000,13 CORAL SPRINGS PK NE,T3J 3R1,6 bed,3 + 1 bath,house
569000,6012 DALTON DR NW,T3A 1C8,5 bed,2 bath,house
519800,112 EVEROAK DR SW,T2Y 0C5,5 bed,3 + 1 bath,house
333900,44 COVEMEADOW RD NE,T3K 6E6,3 bed,1 + 1 bath,house
1325000,135 WILDWOOD DR SW,T3C 3C7,4 bed,3 bath,house
529900,50 AUBURN GLEN COMMON SE,T3M 0N2,3 bed,2 + 1 bath,house
649900,11 CRANBROOK LANE SE,T3M 2J5,4 bed,3 + 1 bath,house
519900,145 SCENIC VIEW BAY NW,T3L 1Z7,5 bed,3 + 1 bath,house
600000,4423 19 AVE NW,T3B 0R8,3 bed,2 + 1 bath,house
349900,92 NOLAN HILL Heights NW,T3R 0S5,3 bed,2 + 1 bath,townhouse
354900,2103 - 210 15 AVE SE,T2G 0B5,2 bed,2 bath,condo
380000,199 CORNERBROOK GATE NE,T3N 1L5,5 bed,3 bath,house
569000,147 COPPERLEAF CRES SE,T2Z 0C1,4 bed,3 + 1 bath,house
419990,12 NEW BRIGHTON CRT SE,T2Z 0Y1,4 bed,3 + 1 bath,house
360000,170 COUNTRY HILLS DR NW,T3K 4X3,3 bed,2 bath,house
729000,4316 BRENTWOOD GREEN NW,T2L 1L3,3 bed,3 bath,house
259990,5107 - 111 TARAWOOD LANE NE,T3J 0H2,2 bed,3 + 1 bath,townhouse
175000,1404 - 5605 HENWOOD ST SW,T3E 7R2,1 bed,1 bath,condo
149900,9213 - 70 PANAMOUNT DR NW,T3K 6K6,1 bed,1 bath,condo
499695,1805 Na'a Drive SW,T3H 6C2,2 bed,2 + 1 bath,townhouse
474900,1201 - 10221 TUSCANY BLVD NW,T3L 0A3,2 bed,2 bath,condo
609900,269 SADDLELAKE DR NE,T3J 0N8,6 bed,5 bath,house
330000,101 - 1608 12 AVE SW,T3C 0R2,2 bed,1 bath,condo
719900,90 CRANLEIGH WAY SE,T3M 1C8,5 bed,3 + 1 bath,house
380000,173 EVANSTON HILL NW,T3P 1J7,3 bed,2 + 1 bath,house
324900,40 APPLEWOOD DR SE,T2A 7L1,4 bed,1 + 1 bath,house
639900,107 PANATELLA GROVE NW,T3K 0W8,4 bed,2 + 1 bath,house
265000,2018 41 ST SE,T2B 1C6,2 bed,1 bath,house
548500,124 SHAWNEE WAY SW,T2Y 2V2,5 bed,3 + 1 bath,house
1550000,48 MONTROSE CRES NE,T2E 5P2,4 bed,3 + 1 bath,house
620000,210 HAWKVILLE CLOSE NW,T3G 3N6,4 bed,3 + 1 bath,house
399900,1507 - 920 5 AVE SW,T2P 5P6,2 bed,2 bath,condo
379990,33 SADDLEFIELD DR NE,T3J 4Z9,5 bed,3 bath,house
311000,103 ERIN MEADOW CRES SE,T2B 3L4,3 bed,2 + 1 bath,house
345900,1301 - 210 15 AVE SE,T2G 0B5,2 bed,2 bath,condo
205000,834 - 6400 COACH HILL RD SW,T3H 1B8,1 bed,1 bath,condo
899900,133 ROCK LAKE HTS NW,T3G 0G3,4 bed,3 + 1 bath,house
409900,43 NOLANLAKE PT NW,T3R 0W2,3 bed,2 + 1 bath,house
430000,158 TUSCARORA WAY NW,T3L 2H1,4 bed,3 + 1 bath,house
598888,2536 DOUGLAS WOODS LINK SE,T2Z 1L3,5 bed,3 + 1 bath,house
574900,169 PANAMOUNT RISE NW,T3K 6B7,5 bed,3 + 1 bath,house
564900,12 PANORAMA HILLS MEWS NW,T3K 5C2,3 bed,2 + 1 bath,house
273000,213 Copperpond Row SE,T2Z 1H2,2 bed,2 + 1 bath,townhouse
362900,16 LEGACY VIEW SE,T2X 2C3,3 bed,3 + 1 bath,house
869800,4510 16A ST SW,T2T 4L7,4 bed,3 + 1 bath,house
389900,742 WALDEN DR SE,T2X 2A6,3 bed,2 + 1 bath,house
339900,611 - 135 13 AVE SW,T2R 0W8,2 bed,2 bath,condo
494900,942 SUNCASTLE DR SE,T2X 2M3,4 bed,2 + 1 bath,house
339900,1101 - 1118 12 AVE SW,T2R 0P4,2 bed,2 bath,condo
849900,1121 VARSITY ESTATES RISE NW,T3B 2V9,3 bed,2 + 1 bath,house
448000,50 ELGIN MEADOWS WAY SE,T2Z 0G3,3 bed,2 + 1 bath,house
434900,151 QUEEN ANNE RD SE,T2J 4S4,3 bed,2 bath,house
599900,48 EDGEBROOK RISE NW,T3A 4Z8,3 bed,3 + 1 bath,house
769900,89 PANAMOUNT GREEN NW,T3K 5R7,3 bed,2 + 2 bath,house
398000,74 ARBOUR STONE RISE NW,T3G 4N3,4 bed,3 bath,house
287500,2011 39 ST SE,T2B 1A4,3 bed,1 bath,house
344900,1050 CARRINGTON BLVD NW,T3P 1L8,3 bed,2 + 1 bath,house
539900,51 VALLEY STREAM CLOSE NW,T3B 5V8,4 bed,3 + 1 bath,house
569900,1109 REGAL CRES NE,T2E 5H2,1 bed,1 bath,house
305000,14 - 5019 46 AVE SW,T3E 6R1,2 bed,1 + 2 bath,townhouse
649000,439 10 ST NE,T2E 4M2,3 bed,2 bath,house
625000,1424 29 ST NW,T2N 2V1,4 bed,2 bath,house
414900,217 AUTUMN GREEN SE,T3M 0P4,4 bed,3 + 1 bath,house
225000,5107 - 70 PANAMOUNT DR NW,T3K 5Z1,2 bed,2 bath,condo
558800,3801 POINT MCKAY Road NW,T3B 4V7,3 bed,2 + 1 bath,townhouse
334900,1046 CARRINGTON BLVD NW,T3P 1L8,3 bed,2 + 1 bath,house
434900,58 HIDDEN VALLEY PK NW,T3A 5M4,3 bed,2 + 1 bath,house
510000,"1, 1538 34 Avenue SW",T2T 2A9,1 bed,1 bath,townhouse
545000,424 PARKRIDGE CRES SE,T2J 4Z4,4 bed,3 bath,house
689800,212 ASPEN HILLS CLOSE SW,T3H 0C8,4 bed,3 + 1 bath,house
469900,512 NORTHMOUNT PL NW,T2K 3R1,4 bed,1 bath,house
424800,48 MACEWAN PARK RD NW,T3K 3G3,4 bed,2 bath,house
109000,308 - 335 GARRY CRES NE,T2K 5X1,1 bed,1 bath,condo
374800,248 CRAMOND CLOSE SE,T3M 1E2,3 bed,2 + 1 bath,house
875000,3812 15A ST SW,T2T 4C5,4 bed,3 + 1 bath,house
599900,4824 GRAHAM DR SW,T3E 4L2,4 bed,2 bath,house
950,624 34 AVE NE,T2E 2K2,2 bed,1 bath,house
409000,1483 LAKE MICHIGAN CRES SE,T2J 3E9,5 bed,2 bath,house
309900,307 - 99 SPRUCE PL SW,T3C 3X7,2 bed,2 bath,condo
429000,724 20 AVE NW,T2M 1E1,2 bed,1 bath,house
499900,841 MCPHERSON RD NE,T2E 4Z6,4 bed,2 bath,house
989000,201 - 837 2 AVE SW,T2P 0E6,2 bed,2 bath,condo
345000,3 BRIDLEWOOD AVE SW,T2Y 3T3,3 bed,3 + 1 bath,house
260000,2227 47 ST SE,T2B 1L5,4 bed,1 bath,house
440000,150 Ascot Point SW,T3H 0X1,3 bed,2 + 1 bath,townhouse
675000,1739 30 AVE SW,T2T 1P6,4 bed,2 + 1 bath,house
799000,4309 16 ST SW,T2T 4J1,4 bed,3 + 1 bath,house
505000,2 - 2020 27 AVE SW,T2T 1H5,3 bed,3 + 1 bath,townhouse
679900,3604 1 ST NW,T2K 0W6,4 bed,3 + 1 bath,house
244900,35 RUNDLELAWN GREEN NE,T1Y 6S5,3 bed,2 + 1 bath,house
264000,532 KILLARNEY GLEN Court SW,T3E 7H4,2 bed,1 bath,townhouse
229900,554 Queenston Gardens SE,T2J 6R2,3 bed,1 + 1 bath,townhouse
439900,92 NEW BRIGHTON DR SE,T2Z 4W5,3 bed,2 + 1 bath,house
1545000,24 FORTRESS CRT SW,T3H 0T8,4 bed,3 + 1 bath,house
489900,49 HAYSBORO CRES SW,T2V 3G1,4 bed,2 bath,house
499900,2826 1 Street NW,T2M 4X8,3 bed,3 + 1 bath,townhouse
218800,3109 - 755 COPPERPOND BLVD SE,T2Z 4R2,2 bed,2 bath,condo
299900,116 EVERRIDGE Common SW,T2Y 5H1,2 bed,1 + 1 bath,townhouse
599900,5231 BARRON DR NW,T2L 1T7,4 bed,2 bath,house
199900,105 - 1000 15 AVE SW,T2R 0S6,1 bed,1 bath,condo
595000,617 24 AVE NE,T2E 1X5,3 bed,2 bath,house
799900,32 WINDERMERE RD SW,T3C 3K3,4 bed,3 bath,house
584900,2335 15A ST SE,T2G 3N3,4 bed,3 + 1 bath,house
284900,125 MIDBEND Place SE,T2X 2J8,3 bed,2 + 1 bath,townhouse
794900,134 8 AVE NW,T2M 0A4,4 bed,3 + 1 bath,house
384900,161 CARRINGVUE WAY NW,T3P 1K6,3 bed,2 + 1 bath,house
439888,2504 - 650 10 ST SW,T2P 5G4,2 bed,2 bath,condo
370000,202 - 330 26 AVE SW,T2S 2T3,2 bed,2 bath,condo
469900,202 CORNERSTONE CRES NE,T3N 1R3,6 bed,4 + 1 bath,house
599000,271 HAWKVILLE CLOSE NW,T3G 3N3,4 bed,3 bath,house
699900,4151 42 ST SW,T3E 3N2,4 bed,2 bath,house
469900,139 MACEWAN RIDGE CLOSE NW,T3K 3J4,4 bed,2 bath,house
554900,10827 VALLEY SPRINGS RD NW,T3B 5R2,3 bed,3 + 1 bath,house
114900,403 - 8403 FAIRMOUNT DR SE,T2H 0Y9,2 bed,1 bath,condo
569000,50 EVERGREEN MANOR SW,T2Y 3R3,4 bed,3 + 1 bath,house
624500,28 EVANSDALE COMMON NW,T3P 0E1,4 bed,4 + 1 bath,house
280000,106 - 2212 34 AVE SW,T2T 2C6,2 bed,2 bath,condo
449900,2836 DOUGLASDALE BLVD SE,T2Z 2H9,4 bed,3 bath,house
540000,48 VALLEY MEADOW CLOSE NW,T3B 5M1,5 bed,3 + 1 bath,house
599900,52 WALNUT DR SW,T3C 3H3,3 bed,2 + 1 bath,house
1499800,1811 PALLISER DR SW,T2V 4C4,3 bed,2 + 1 bath,house
509900,199 HAWKBURY CLOSE NW,T3G 3C9,4 bed,3 + 1 bath,house
1599000,86 ROSELAWN CRES NW,T2K 1K6,5 bed,3 + 1 bath,house
369000,35 ERIN GREEN WAY SE,T2B 3C2,3 bed,2 + 1 bath,house
598000,139 20 AVE NE,T2E 1P8,2 bed,1 bath,house
625888,657 HAMPTONS DR NW,T3A 5Y4,4 bed,3 + 1 bath,house
279900,205 - 622 56 AVE SW,T2V 0G8,2 bed,2 bath,townhouse
254900,217 - 20 DISCOVERY RIDGE CLOSE SW,T3H 5X4,2 bed,1 bath,condo
344900,216 - 7 WESTPARK COMMON SW,T3H 0Y4,2 bed,2 bath,condo
434900,2 - 4709 17 AVE NW,T3B 0P4,3 bed,3 + 1 bath,townhouse
559900,10 MASTERS MEWS SE,T3M 2B4,3 bed,2 + 1 bath,house
587900,235 99 AVE SE,T2J 0H9,4 bed,3 bath,house
799900,1907 WESTMOUNT RD NW,T2N 3M8,4 bed,4 + 1 bath,house
317000,301 - 836 ROYAL AVE SW,T2T 0L3,1 bed,1 bath,condo
529000,84 EVEROAK CIR SW,T2Y 0A1,4 bed,2 + 1 bath,house
575000,1117 SIERRA MORENA CRT SW,T3H 3N1,4 bed,3 + 1 bath,house
749900,4 VARSPLAIN PL NW,T3A 0C7,4 bed,2 + 1 bath,house
534900,248 HAWKHILL PL NW,T3G 3H4,5 bed,3 + 1 bath,house
699900,4828 22 AVE NW,T3B 0Y5,4 bed,3 + 1 bath,house
409000,177 HOWSE AVE NE,T3P 0V9,3 bed,2 + 1 bath,house
220000,2305 - 24 HEMLOCK CRES SW,T3C 2Z1,1 bed,1 bath,condo
365000,206 - 603 7 AVE NE,T2E 0N4,1 bed,1 + 1 bath,condo
279900,731 MALVERN DR NE,T2A 5P9,4 bed,2 bath,house
835000,38 ELKTON WAY SW,T3H 4Y8,4 bed,3 + 1 bath,house
1300000,38 ARBOUR VISTA TERR NW,T3G 4N9,5 bed,3 + 1 bath,house
548786,323 KINCORA HTS NW,T3R 1N3,3 bed,2 + 1 bath,house
529900,2127 26 AVE SW,T2T 1E7,5 bed,2 bath,house
499000,20 COPPERFIELD MANOR SE,T2Z 4R7,4 bed,2 + 1 bath,house
489900,8519 BOWGLEN RD NW,T3B 2T2,5 bed,2 bath,house
459900,463 AUBURN BAY HTS SE,T3M 0A5,3 bed,3 + 1 bath,house
549900,151 SOMME MANOR SW,T2T 6J3,3 bed,3 + 1 bath,house
485000,9727 AUSTIN RD SE,T2J 0Z1,5 bed,2 bath,house
385000,2202 - 650 10 ST SW,T2P 5G4,2 bed,2 bath,condo
600000,907 - 615 6 AVE SE,T2G 1S2,2 bed,2 bath,condo
444900,4 - 1935 35 ST SW,T3E 2X4,2 bed,2 + 1 bath,townhouse
189900,16A - 80 GALBRAITH DR SW,T3E 4Z6,2 bed,1 bath,condo
439000,60 WOODBROOK WAY SW,T2W 4E6,4 bed,3 bath,house
559900,532 EVANSBOROUGH WAY NW,T3P 0M8,3 bed,2 + 1 bath,house
345000,211 WHITEFIELD DR NE,T1Y 5H9,4 bed,2 + 1 bath,house
359900,227 WHITEVIEW BAY NE,T1Y 1R8,4 bed,2 + 1 bath,house
124700,101 - 1613 11 AVE SW,T3C 0N3,1 bed,1 bath,condo
338000,87 SHAWMEADOWS CLOSE SW,T2Y 1A6,5 bed,2 bath,house
1450000,3648 8 AVE NW,T2N 1E1,4 bed,3 + 1 bath,house
799900,172 CHAPARRAL RAVINE VIEW SE,T2X 0A4,5 bed,3 + 1 bath,house
375000,5 HIDDEN HILLS WAY NW,T3A 5T1,4 bed,1 + 1 bath,house
199000,6 - 109 VILLAGE HTS SW,T3H 2L2,1 bed,1 bath,condo
229000,202 - 1011 12 AVE SW,T2R 0J5,2 bed,1 bath,condo
679000,4811 19 AVE NW,T3B 0S6,4 bed,3 + 1 bath,house
649900,33 EVANSGLEN PL NW,T3P 0P5,3 bed,2 + 1 bath,house
209900,105 - 999 CANYON MEADOWS DR SW,T2W 2S6,3 bed,1 bath,townhouse
796845,2205 - 615 6 AVE SE,T2G 1S2,2 bed,2 bath,condo
289000,257 PANTEGO LANE NW,T3K 0T1,2 bed,2 + 1 bath,townhouse
609900,1028 - 1026 39 AVE NW,T2K 0E1,2 bed,2 bath,house
478000,345 CORAL KEYS VILLAS NE,T3J 3L8,3 bed,3 + 1 bath,house
468800,45 RIVERWOOD CRES SE,T2C 4B2,4 bed,3 + 1 bath,house
336900,11010 CITYSCAPE Drive NE,T3N 0S8,3 bed,2 + 1 bath,townhouse
329900,2557 10 AVE SE,T2A 0C2,1 bed,1 bath,house
649900,2923 14 AVE NW,T2N 1N3,5 bed,2 bath,house
398800,11 SCOTIA LANDNG NW,T3L 2K2,2 bed,3 bath,house
535000,171 MASTERS AVE SE,T3M 2B7,3 bed,2 + 1 bath,house
219900,201 - 6000 SOMERVALE CRT SW,T2Y 4J4,2 bed,2 bath,condo
429900,306 AUBURN CREST WAY SE,T3M 1T2,3 bed,2 + 1 bath,house
324900,18 - 35 PATTERSON HILL SW,T3H 3L1,3 bed,2 + 1 bath,house
399999,3202 - 402 KINCORA GLEN RD NW,T3R 0V2,2 bed,2 bath,condo
779900,317 EDGEVIEW PL NW,T3A 4X4,5 bed,3 + 1 bath,house
808000,244 WOODHAVEN PL SW,T2W 5P8,4 bed,3 + 1 bath,house
339500,127 RUNDLESON WAY NE,T1Y 3H7,5 bed,2 + 1 bath,house
494900,2918 OAKMOOR CRES SW,T2V 3Z7,4 bed,3 bath,house
749900,536 WILLACY DR SE,T2J 2C4,4 bed,3 + 1 bath,house
459900,301 - 788 12 AVE SW,T2R 0H1,2 bed,2 bath,condo
630000,423 55 AVE SW,T2V 0E8,3 bed,3 + 1 bath,house
469900,1405 - 519 RIVERFRONT AVE SE,T2G 1K6,2 bed,2 bath,condo
349900,1506 - 281 COUGAR RIDGE DR SW,T3H 0J4,2 bed,2 bath,townhouse
759900,424 38 ST SW,T3C 1T1,4 bed,3 + 1 bath,house
112900,103 - 1512 16 AVE SW,T3C 0Z8,1 bed,1 bath,condo
599000,203 43 AVE SW,T2S 1B1,N/A bed,N/A bath,house
535000,152 COUGAR RIDGE CIR SW,T3H 5R7,3 bed,2 + 1 bath,house
264900,240 MCKENZIE TOWNE Link SE,T2Z 4G3,2 bed,2 + 1 bath,townhouse
216300,97 FALSHIRE Terrace NE,T3J 3B4,3 bed,1 + 1 bath,townhouse
409000,308 - 1730 5A ST SW,T2S 2E9,2 bed,2 bath,condo
567000,6216 84 ST NW,T3B 4X7,4 bed,3 bath,house
450000,483 COPPERPOND BLVD SE,T2Z 0Z5,4 bed,3 + 1 bath,house
274771,505 - 1305 GLENMORE TRAIL SW,T2V 4Y8,3 bed,2 + 1 bath,townhouse
250000,201 - 532 5 AVE NE,T2E 0L2,2 bed,2 bath,condo
348900,1407 - 836 15 AVE SW,T2R 1S2,2 bed,2 bath,condo
164900,1306 - 4001 A 49 ST NW,T3A 2C9,2 bed,1 bath,condo
219900,3301 VALLEYVIEW Park SE,T2B 3R6,2 bed,2 bath,condo
215000,2206 - 99 COPPERSTONE PK SE,T2Z 5C9,2 bed,2 bath,condo
674900,2429 25 ST SW,T3E 1X5,4 bed,3 + 1 bath,house
294800,11 COVENTRY LANE NE,T3K 4G4,3 bed,1 + 1 bath,house
405500,121 SADDLEBROOK CIR NE,T3J 0K4,4 bed,2 + 1 bath,house
225000,14609 SHAWNEE Gate SW,T2Y 0K5,2 bed,2 + 1 bath,townhouse
419000,2102 - 1010 6 ST SW,T2R 1B4,2 bed,2 bath,condo
395000,88 COPPERPOND PK SE,T2Z 1K1,3 bed,2 + 1 bath,house
